card_id;ssn;Name;Address;phone
36;881793670;Alice Rivera;79 Dayton Center,Dallas,TX;2148413416
37;878615560;Jessica Freeman;27997 Loftsgordon Lane,Dallas,TX;2148354205
38;728844113;Kenneth Harrison;25074 Holmberg Park,Richardson,TX;9727741504
39;792174540;Betty Austin;4 Schmedeman Terrace,Dallas,TX;9729277561
40;433053698;Irene Gonzalez;820 Oxford Crossing,Dallas,TX;2148655203
41;132213747;Charles Foster;850 Summerview Crossing,Dallas,TX;4699106688
42;457939804;Gregory Perez;57 Bluejay Pass,Dallas,TX;9724338549
43;906161095;Jose Stone;93 Waywood Parkway,Dallas,TX;9729918017
44;882366316;Patrick Moore;78 Crest Line Road,Dallas,TX;2149502446
45;728963473;Louis Lynch;12197 Kinsman Center,Dallas,TX;4698204208
46;377441238;Matthew Snyder;169 Mayfield Park,Richardson,TX;4698555018
47;582627069;Sara Wagner;24827 Twin Pines Junction,Richardson,TX;4699145869
48;577822947;Louise Long;6 Haas Center,Dallas,TX;2149390517
49;216536968;Judy Hamilton;65364 Mosinee Center,Dallas,TX;9728472849
50;202403427;Evelyn Young;4788 South Street,Dallas,TX;2148649776
51;897568517;James Moore;9089 Lunder Parkway,Dallas,TX;4698304056
52;923847867;Clarence Romero;68501 Michigan Street,Plano,TX;9729821803
53;539630143;Jennifer Smith;3 Cordelia Terrace,Dallas,TX;4699635598
54;636251591;Jack Baker;01441 Eastlawn Place,Dallas,TX;9729091277
55;622935915;Amy Nguyen;79 Rigney Circle,Dallas,TX;2149052261
56;823008890;Maria Stevens;5348 David Point,Plano,TX;9729925831
57;534077079;Teresa Carpenter;6280 Spenser Lane,Dallas,TX;9729082593
58;203688563;Roy Arnold;7548 Dunning Junction,Richardson,TX;2149909053
59;457751314;Randy Stewart;5004 Emmet Park,Dallas,TX;4694222991
60;524730400;Brenda Fernandez;335 Forster Alley,Dallas,TX;2149206944
61;344668375;Janet Thompson;1 Chinook Place,Plano,TX;9729868081
62;716553314;Billy Ortiz;4 Hintze Court,Dallas,TX;4698081346
63;869295873;Edward Hawkins;96231 Northland Plaza,Dallas,TX;9727983752
64;218816261;Mark Morgan;5 Miller Lane,Dallas,TX;4697846546
65;913501956;Carolyn Morgan;975 Golf View Place,Dallas,TX;4696748726
66;749408693;Tina Weaver;5414 Green Ridge Street,Dallas,TX;4698400879
67;992926136;Eric Taylor;6 Fisk Pass,Dallas,TX;2147147652
68;378071662;Ruth Henry;84 Hermina Street,Dallas,TX;9729342054
69;388449990;Phillip Perkins;84771 Bartelt Trail,Dallas,TX;2149174226
70;288230361;Annie Welch;80 Stuart Road,Dallas,TX;9725161320
71;509441761;Lois Hunter;49 Blaine Lane,Plano,TX;9728091141
72;704795907;Lisa Cook;4412 Lakewood Gardens Plaza,Richardson,TX;9726539871
73;948308402;Kathleen Harvey;13 Grayhawk Hill,Dallas,TX;4695477753
74;651576305;Diane Stevens;0091 American Circle,Dallas,TX;4699421364
75;908632676;Samuel Young;0157 Holmberg Street,Richardson,TX;4699185729
76;727253782;Mark Riley;4900 Thompson Court,Dallas,TX;9727672036
77;775325935;Bonnie Ross;0 Walton Court,Richardson,TX;9727666908
78;402350549;Elizabeth Arnold;952 Sage Pass,Dallas,TX;2149672424
79;270866950;John Walker;2 Packers Crossing,Dallas,TX;4697965094
80;982119636;William Simmons;1232 Hayes Crossing,Dallas,TX;9729037706
81;757385276;Lisa Kelley;3718 Twin Pines Way,Dallas,TX;9729000487
82;980242372;Carl Larson;096 Goodland Parkway,Dallas,TX;4695502228
83;444734007;Brandon Anderson;8 Leroy Circle,Dallas,TX;4699939270
84;278334174;Gloria Myers;03 Elmside Center,Plano,TX;4698533967
85;772259640;Daniel Freeman;9584 Elka Place,Dallas,TX;9727699270
86;232984647;Judith Mitchell;2506 Merchant Terrace,Dallas,TX;9729029669
87;937385159;Alan King;958 Burrows Street,Dallas,TX;2145835636
88;327803166;Steve Phillips;45557 Jana Court,Dallas,TX;9729379620
89;405927423;Brenda Butler;5 Calypso Avenue,Dallas,TX;9728926177
90;133378900;Patricia Spencer;65143 Union Lane,Dallas,TX;2149099264
91;227646193;Larry Olson;50299 Lien Parkway,Dallas,TX;9729657073
92;272416460;Victor Sullivan;272 Milwaukee Point,Plano,TX;9727594852
93;318950284;Kathryn Taylor;2952 Thackeray Point,Dallas,TX;2148620958
94;729228562;Rachel Little;755 Kropf Pass,Dallas,TX;9727977226
95;783549793;Donald Richardson;951 Chive Avenue,Dallas,TX;9729346450
96;131525777;Stephen Chapman;0 Lunder Alley,Dallas,TX;2149871376
97;335185473;Harold Richardson;76743 Burrows Court,Dallas,TX;4698991924
98;933152171;Ernest Palmer;6 Upham Drive,Dallas,TX;9729422638
99;595383883;Pamela Matthews;2 Green Lane,Dallas,TX;2149440666
100;808447643;Jason Campbell;6 Raven Court,Dallas,TX;9728114885
101;924160243;Joyce Fuller;45900 Iowa Way,Dallas,TX;4699063524
102;348539608;Andrea Bailey;33 Cardinal Alley,Richardson,TX;9728465566
103;379160722;Denise Perry;68 Old Shore Lane,Dallas,TX;2149913418
104;997924787;Michael Jacobs;0 Brentwood Place,Richardson,TX;4699249727
105;664955489;Catherine Reid;41544 Anniversary Crossing,Plano,TX;2149488236
106;424122851;Aaron Romero;844 Union Way,Dallas,TX;9725355154
107;295193279;John Warren;9127 Farragut Center,Dallas,TX;4699235725
108;806922733;Steve Garrett;729 Kenwood Court,Richardson,TX;2147031311
109;466926624;Jimmy Ellis;8 Nevada Place,Dallas,TX;9727428738
110;454648101;Jose Perez;4463 Commercial Circle,Richardson,TX;4698523133
111;909186864;Katherine Dean;4978 Cordelia Way,Dallas,TX;9728867232
112;203549198;Ashley Jackson;676 David Road,Dallas,TX;4699760450
113;177458737;Kathryn Hart;29 Dexter Circle,Dallas,TX;9729003590
114;279966074;Dennis Ruiz;18784 Browning Circle,Dallas,TX;9729741505
115;561913511;Sharon Cox;4 Hoffman Street,Dallas,TX;2149150820
116;325124236;Ruby Burke;5 Swallow Avenue,Dallas,TX;9729288965
117;537250563;Jerry Stewart;54494 Kenwood Trail,Dallas,TX;4698175662
118;508365238;Howard Fisher;2 Reinke Lane,Plano,TX;9723256683
119;663897131;Eric Phillips;578 Westend Pass,Dallas,TX;9728930831
120;582890521;Albert Cruz;04 Shopko Way,Dallas,TX;9724714420
121;112244907;Timothy Harrison;04099 Anhalt Place,Dallas,TX;2148497879
122;593248597;Ronald Phillips;4632 Brentwood Hill,Dallas,TX;4699454638
123;152069743;Antonio Bishop;212 Memorial Lane,Richardson,TX;4698358047
124;917730651;Howard Green;9 Florence Trail,Dallas,TX;2148758195
125;550664068;Willie Murphy;09 Loeprich Parkway,Richardson,TX;2149545495
126;151320622;Christine Washington;95086 Eliot Alley,Dallas,TX;4698445383
127;363529311;Angela Ellis;61 Chinook Avenue,Dallas,TX;4699127557
128;498979543;Kathy Wagner;1 Columbus Crossing,Plano,TX;2149582980
129;109593700;Antonio Carr;6996 Arizona Avenue,Dallas,TX;4697240803
130;919117074;Samuel Ellis;69968 Meadow Ridge Alley,Dallas,TX;4699578249
131;532193189;Bruce Williamson;51 Maywood Place,Richardson,TX;2149696651
132;186612257;Ruby Mcdonald;031 Ohio Lane,Dallas,TX;2149705621
133;758820981;Jack Larson;43086 Dexter Way,Dallas,TX;4699136292
134;789850156;Tammy Hunter;08 Marquette Pass,Dallas,TX;2149190495
135;144612857;Mildred Richards;6863 Warbler Crossing,Dallas,TX;4696367310
136;812344775;Janet Dixon;1 Ridgeway Terrace,Dallas,TX;9723819665
137;605135959;Antonio Hamilton;2545 Lerdahl Center,Dallas,TX;2148866681
138;873831740;Louise Jordan;7326 Reindahl Point,Dallas,TX;9725189421
139;992254077;Linda Hunt;710 Lighthouse Bay Point,Dallas,TX;9727547045
140;222460064;Joan Webb;90 Bashford Avenue,Dallas,TX;4699550632
141;135711523;Kevin Frazier;47 Bluejay Hill,Dallas,TX;9729653683
142;490888407;Todd Schmidt;4 Lakeland Pass,Dallas,TX;2149036828
143;797954607;Andrea Sims;898 Killdeer Pass,Dallas,TX;4699880761
144;959243477;Barbara Brooks;305 Mendota Plaza,Dallas,TX;4699588251
145;600790040;Kenneth Anderson;246 Shopko Drive,Richardson,TX;9729985406
146;704596830;Jessica Knight;36 Forest Park,Richardson,TX;4699610488
147;542879344;Dorothy Adams;2483 Melody Plaza,Richardson,TX;9728818472
148;634808812;Phillip Adams;4 Derek Point,Dallas,TX;9729180335
149;599726050;James Carpenter;6668 Ilene Court,Dallas,TX;2148208276
150;751570699;Amy Lopez;715 Westend Avenue,Dallas,TX;4698301019
151;570719526;Frank Gomez;61280 Mallory Parkway,Plano,TX;2149622973
152;585658864;Debra Rogers;4 Southridge Place,Richardson,TX;4697537894
153;784423645;Aaron Chapman;840 Messerschmidt Plaza,Dallas,TX;9727533651
154;327002811;Jerry Cruz;48314 Muir Crossing,Dallas,TX;2149738302
155;209645805;Gerald Mccoy;71113 Corry Circle,Plano,TX;4697583820
156;352525321;Matthew Ward;3726 Oneill Terrace,Plano,TX;9726682488
157;312336562;Marilyn Andrews;61664 Warrior Street,Dallas,TX;9728314215
158;585358539;Lawrence Coleman;0 Scoville Plaza,Plano,TX;4699873187
159;766726736;Sarah Burton;65230 Prairie Rose Point,Plano,TX;9727360106
160;519221664;Gerald White;82 Delaware Plaza,Plano,TX;2147745757
161;811232706;Shawn Robertson;9 Troy Alley,Dallas,TX;2149439366
162;983171073;Samuel Arnold;1748 Monterey Road,Dallas,TX;4697415231
163;153095087;Ruby Mcdonald;00621 Killdeer Crossing,Dallas,TX;4699415043
164;208162580;Lillian Kim;47585 Nova Drive,Dallas,TX;2147402312
165;604544201;Pamela Bradley;2 Lakewood Gardens Place,Richardson,TX;4698713326
166;764512571;Ralph Chavez;15739 Vera Plaza,Dallas,TX;2145985319
167;102721991;Martin Richards;8 New Castle Trail,Dallas,TX;4699760263
168;743821324;Chris Simmons;46833 Farmco Junction,Dallas,TX;4698100333
169;915276165;Martin Stevens;573 Oneill Hill,Dallas,TX;4695702393
170;615688488;Lisa West;55586 Ronald Regan Lane,Dallas,TX;9729984345
171;538661965;Daniel Marshall;3 Manitowish Crossing,Dallas,TX;4697304725
172;981953778;John Hicks;81 Northfield Place,Richardson,TX;9727271591
173;802736786;Roger Harrison;9 Meadow Vale Drive,Dallas,TX;4699415954
174;777087277;Teresa Thompson;06364 Gerald Street,Dallas,TX;9726701547
175;445902407;Arthur Freeman;51652 Russell Street,Dallas,TX;4699944509
176;909023006;Howard Simpson;95 Redwing Lane,Dallas,TX;9729100392
177;790101835;Christopher Spencer;6 Northfield Crossing,Dallas,TX;2148219650
178;847641856;Theresa Wood;0420 Westport Circle,Dallas,TX;4699941901
179;930978594;Lillian Wright;82972 Raven Road,Dallas,TX;9729605502
180;823594050;Sara Rogers;7 Twin Pines Circle,Dallas,TX;2149845323
181;831372302;Linda Richards;046 Harper Center,Dallas,TX;2149982489
182;139708042;Albert Cunningham;414 Summer Ridge Trail,Richardson,TX;9727163924
183;611169228;Debra Holmes;22 Bluejay Road,Plano,TX;9729548773
184;248335177;Jason Davis;82931 Cardinal Junction,Dallas,TX;2149699787
185;399388513;Justin Fowler;1958 Leroy Way,Dallas,TX;9729152410
186;515584650;Catherine Harris;4091 Doe Crossing Alley,Plano,TX;4699687984
187;911946409;Gary Reyes;06 Shelley Parkway,Dallas,TX;9729852014
188;952372293;Clarence Harvey;637 Blackbird Crossing,Dallas,TX;9727358046
189;866263470;Kathleen Lynch;0 Northview Center,Dallas,TX;4698589821
190;696871283;Angela Myers;07 Jenifer Point,Plano,TX;2149963258
191;525300056;Paula Roberts;2025 Annamark Court,Richardson,TX;2149191512
192;455251300;Marie Hudson;35523 Fulton Point,Richardson,TX;9729550047
193;300833012;Victor George;16 Butterfield Place,Plano,TX;4699820024
194;568537223;Judith Lane;59463 Havey Center,Dallas,TX;4699621701
195;219131583;Steven Carpenter;64 Rutledge Court,Richardson,TX;9727592760
196;628419882;Beverly Welch;0 7th Point,Richardson,TX;2147582027
197;553830248;Chris Cox;386 Coleman Avenue,Richardson,TX;2149021149
198;664423811;Heather Duncan;3 Acker Avenue,Richardson,TX;9729062444
199;932052280;Helen Cooper;90887 Ohio Trail,Dallas,TX;2147239307
200;359156568;Linda Dixon;0506 Boyd Plaza,Richardson,TX;2149400096
201;377036374;Eric Wood;730 Bonner Hill,Dallas,TX;9729597132
202;956775994;Brenda Brooks;4 Pennsylvania Hill,Dallas,TX;9729605440
203;262729956;Fred Crawford;00 Mariners Cove Terrace,Dallas,TX;9729781543
204;935261044;Alan Morris;2238 Debra Center,Dallas,TX;4697013591
205;575573479;Jimmy Watkins;91873 Colorado Crossing,Dallas,TX;4699333579
206;534352839;Keith Fisher;2 Muir Crossing,Richardson,TX;9729991883
207;487483434;Rose Oliver;3152 Thackeray Point,Dallas,TX;2149719384
208;282195051;Johnny Vasquez;809 Grover Circle,Dallas,TX;9728435554
209;198526239;Judith Dunn;337 Northview Point,Dallas,TX;9729991156
210;165453343;Roger Freeman;13 Farmco Way,Dallas,TX;4698549842
211;983870005;Richard Bailey;3108 Browning Park,Richardson,TX;2147180392
212;387201613;Ernest Palmer;66600 Pleasure Drive,Dallas,TX;2142381120
213;440220860;Janice Long;26577 Laurel Road,Dallas,TX;2149720889
214;589602564;Thomas Schmidt;0 New Castle Crossing,Plano,TX;4697459014
215;564077138;Kathryn Hayes;18504 Basil Hill,Dallas,TX;4698317793
216;106588800;Chris Perkins;14865 John Wall Center,Plano,TX;9729573368
217;664128122;Thomas Scott;449 Schurz Parkway,Dallas,TX;4699145396
218;394694479;Judy Richards;9420 Main Hill,Dallas,TX;4698718324
219;977891063;Janice Garrett;2998 Chive Place,Dallas,TX;2148096943
220;720120662;Raymond Peterson;892 Fairfield Point,Richardson,TX;4699475199
221;344038015;Marilyn Williams;0 John Wall Circle,Dallas,TX;2149928183
222;166809145;Teresa Reid;9224 Manufacturers Terrace,Dallas,TX;9724576436
223;628544529;Irene Medina;51 Southridge Pass,Dallas,TX;9729943852
224;763925219;Linda Carpenter;43 Dovetail Road,Dallas,TX;9728668440
225;468306717;Jonathan Harrison;113 Havey Crossing,Plano,TX;4699002769
226;716635871;Laura Graham;72346 Emmet Place,Dallas,TX;4698924249
227;462648746;Sharon Pierce;9 Clove Trail,Dallas,TX;9729305410
228;890274530;Katherine Boyd;90 Park Meadow Junction,Dallas,TX;2146525153
229;875977822;Brian Perkins;5988 Havey Street,Dallas,TX;9729732502
230;867848327;Eric Cooper;7 Granby Road,Dallas,TX;9729702642
231;907941254;Randy Stanley;94552 Linden Court,Dallas,TX;9728158835
232;319592633;Pamela Gutierrez;50236 Goodland Lane,Plano,TX;9729682569
233;145928000;Keith Perkins;9543 Farragut Road,Richardson,TX;2148040599
234;361703782;Scott Spencer;5 Lukken Junction,Dallas,TX;2147014621
235;992964866;Todd Bryant;418 Onsgard Hill,Dallas,TX;2149807359
236;916548159;Jose Anderson;2705 Ohio Junction,Dallas,TX;2145302752
237;133834824;Amanda Davis;1636 Norway Maple Place,Plano,TX;4699135733
238;712128661;Richard Cruz;69 Marquette Park,Richardson,TX;4699027741
239;325772883;Sara Walker;18924 3rd Circle,Dallas,TX;9729327544
240;974709717;Gloria Sanders;36961 Green Ridge Place,Dallas,TX;2149373306
241;584043187;Jonathan Harris;286 Merry Way,Dallas,TX;4698734473
242;152313951;Juan Fields;291 Marquette Parkway,Richardson,TX;9729167303
243;950883244;Wanda Mills;79024 Surrey Way,Dallas,TX;4699206298
244;315120643;Karen Davis;83 Holy Cross Drive,Dallas,TX;9728905755
245;328212988;Scott Montgomery;96247 Oriole Circle,Dallas,TX;9729295312
246;752038294;Michael Stevens;356 Shoshone Drive,Dallas,TX;4698035017
247;223105941;Andrea Baker;90 Heath Drive,Dallas,TX;4699301109
248;383362902;Marilyn Alexander;443 Dottie Circle,Dallas,TX;9724062617
249;556967003;Harry Alvarez;636 Express Way,Dallas,TX;2149545716
250;760251865;Rose Peterson;034 Shelley Drive,Dallas,TX;9728614171
251;196060978;Barbara Garcia;5690 Acker Road,Dallas,TX;4695178843
252;140562974;Ann Berry;37940 Morning Hill,Dallas,TX;9729187984
253;493924232;Paul Turner;75287 Pleasure Place,Dallas,TX;9727826768
254;353189662;Theresa Day;9 American Ash Crossing,Dallas,TX;9729094722
255;926428995;Andrew Gilbert;8 American Parkway,Dallas,TX;9728342804
256;741117814;Alice Turner;4 Namekagon Lane,Dallas,TX;2146606741
257;700238477;Julie Smith;61345 Namekagon Place,Dallas,TX;4698612346
258;390308158;Alice Carr;7564 Ohio Plaza,Dallas,TX;2145491687
259;941057192;Harry Baker;7 Straubel Center,Plano,TX;4695905412
260;949376371;Donna Cooper;1629 Summer Ridge Plaza,Dallas,TX;4699573027
261;947047262;Laura Rogers;7776 Summer Ridge Court,Dallas,TX;9727307675
262;443615562;Jessica Hicks;17138 Ryan Circle,Dallas,TX;4698156162
263;428097397;George Turner;4 Quincy Pass,Richardson,TX;2149582175
264;354538826;Joan Watkins;9601 Lerdahl Pass,Plano,TX;2148149170
265;757213141;Andrea Gonzalez;127 Russell Hill,Dallas,TX;9728095959
266;924179942;Billy Little;46 Autumn Leaf Junction,Dallas,TX;9729866001
267;778686617;Teresa Marshall;2 Sheridan Trail,Dallas,TX;4698842394
268;431200144;Benjamin Lynch;53 Tennyson Park,Dallas,TX;4698779851
269;851350300;Nancy Dixon;4 Dwight Street,Dallas,TX;9727703641
270;583406101;Jean Dunn;4 North Street,Dallas,TX;4699956149
271;125985061;Anthony Gardner;9823 Donald Terrace,Dallas,TX;9724323180
272;750841386;Benjamin Morrison;21 Oriole Terrace,Dallas,TX;2144096322
273;319093742;Anne Dixon;9579 Browning Crossing,Dallas,TX;9729076080
274;585900674;Denise Wallace;6021 Portage Park,Dallas,TX;9729404355
275;416383510;Linda Owens;13 Monterey Alley,Richardson,TX;2148363577
276;614685656;Larry Warren;2657 Mitchell Hill,Plano,TX;9729387212
277;984488111;Edward Hunt;6 Claremont Avenue,Dallas,TX;9727631900
278;446204077;Harry Mcdonald;22283 Farragut Place,Plano,TX;2148733156
279;154671759;Lawrence Wells;841 Delaware Place,Dallas,TX;2149767034
280;218701729;Martin Fuller;53309 Buhler Place,Dallas,TX;4696673361
281;685992971;Roger Ellis;74213 Charing Cross Circle,Dallas,TX;9729767863
282;551990871;Patrick Moreno;490 Rockefeller Lane,Dallas,TX;9729555269
283;156646797;Andrew Cole;30 Sunfield Pass,Plano,TX;2148797342
284;704857803;Joan Hudson;4 Everett Court,Dallas,TX;2149541417
285;491796292;Chris Powell;4 Jenifer Circle,Dallas,TX;4697267925
286;164908064;Anna Perez;1241 Graceland Court,Dallas,TX;4699962325
287;857940950;Debra Gray;251 Monterey Hill,Dallas,TX;4699734499
288;581462753;Annie Shaw;561 Cody Crossing,Plano,TX;2147641587
289;300468310;Shawn Martinez;19 Lunder Park,Dallas,TX;4699864161
290;691971438;Mary Graham;701 Cordelia Court,Dallas,TX;2146870840
291;239904011;Janet West;2308 Division Center,Dallas,TX;2149780541
292;702604201;Aaron Arnold;5886 Banding Trail,Dallas,TX;2149555863
293;253170796;Justin Brown;611 Green Plaza,Plano,TX;2149016023
294;547069057;George Torres;64206 Calypso Hill,Dallas,TX;9729254199
295;722289325;Brian Romero;4418 Green Ridge Terrace,Dallas,TX;4698259159
296;488011020;Lawrence Morris;42 Magdeline Pass,Dallas,TX;2149422979
297;947939771;Patrick Garcia;1 Nevada Parkway,Dallas,TX;4698276118
298;708326866;Ashley Moreno;067 Morning Park,Dallas,TX;4698696226
299;421790842;Aaron Ellis;1925 Grasskamp Alley,Dallas,TX;4699379272
300;554283296;Jimmy James;3 Knutson Way,Dallas,TX;9729308175
301;271284504;Maria Torres;56168 Arizona Drive,Dallas,TX;2149318328
302;453784845;Chris Owens;6 Browning Park,Dallas,TX;9727014889
303;556279759;Elizabeth Harvey;1995 Nelson Park,Dallas,TX;9729929375
304;212619406;Jane Baker;0062 Sunbrook Junction,Dallas,TX;4697546653
305;142068429;Lisa Kelley;272 Larry Drive,Dallas,TX;4699306637
306;205626313;Jonathan Diaz;18283 Brown Center,Dallas,TX;4699402479
307;592939926;Mildred Allen;5734 La Follette Point,Dallas,TX;4699462268
308;714971208;Linda Rogers;0590 Northport Drive,Dallas,TX;9729471564
309;949181878;Gary Garrett;5285 2nd Court,Dallas,TX;4699392476
310;454365067;Earl Hall;7755 Park Meadow Way,Dallas,TX;2148820672
311;586204125;Benjamin Bailey;72101 Elmside Parkway,Dallas,TX;2148963364
312;853104620;Angela Graham;5 High Crossing Crossing,Richardson,TX;9728781468
313;132687899;Dennis Hunter;7 2nd Place,Plano,TX;4699678745
314;618212736;Matthew Stevens;9603 Hansons Way,Dallas,TX;4698613808
315;852750048;Annie Freeman;7466 Gulseth Alley,Dallas,TX;9729210146
316;652374979;Richard Lawson;792 Dottie Circle,Dallas,TX;2145459387
317;953353551;Susan Allen;6 Morrow Alley,Dallas,TX;2147480451
318;269554900;Rose Coleman;26094 Loomis Alley,Dallas,TX;4698192212
319;398575624;Kathy Elliott;28 Boyd Pass,Dallas,TX;4699960439
320;769136801;Teresa Brooks;57699 Oak Circle,Richardson,TX;9727314160
321;781652211;Julie Lane;8261 Magdeline Road,Dallas,TX;2149308339
322;880145596;Jessica Day;80 Cascade Junction,Dallas,TX;2149471788
323;472473959;Billy Cruz;75 Mosinee Court,Dallas,TX;2147975929
324;628104874;Martha Mccoy;74 Claremont Park,Dallas,TX;2149151572
325;799418699;Frances Long;0 Schlimgen Alley,Dallas,TX;2149514800
326;826574791;Carolyn Duncan;1 Merry Place,Dallas,TX;2142798556
327;497334483;Ryan Mendoza;9 Myrtle Way,Dallas,TX;2148671887
328;733614241;Jerry Oliver;0 Vera Alley,Dallas,TX;4697348276
329;669726189;Juan Smith;3 Dixon Parkway,Dallas,TX;2149099366
330;867234679;Marilyn White;769 Mayfield Center,Dallas,TX;9729330968
331;410608961;Anne Moreno;60 Raven Pass,Dallas,TX;2148860662
332;381839299;Ruby Greene;328 Fallview Center,Richardson,TX;2148727995
333;186538147;Shawn Rivera;8 American Hill,Dallas,TX;9725282505
334;100082010;Tina Hamilton;24695 Di Loreto Crossing,Dallas,TX;9727556424
335;166295051;Benjamin Graham;08 New Castle Avenue,Dallas,TX;2149834311
336;869236916;Doris Bailey;5773 Eastlawn Center,Dallas,TX;4698011479
337;242209101;Jason Washington;3225 Vera Lane,Richardson,TX;9729310247
338;456040469;Evelyn Wilson;9873 Kim Center,Richardson,TX;4699015209
339;812937575;Steve Cunningham;5615 Mcbride Park,Dallas,TX;2148833172
340;696314035;Henry Howard;9 Lakewood Avenue,Dallas,TX;2148486192
341;399880576;Timothy Crawford;39384 Tony Terrace,Dallas,TX;9727292932
342;342525404;Todd Rose;8 Mosinee Plaza,Plano,TX;4698932893
343;699259472;Mary Nelson;8 Colorado Avenue,Dallas,TX;2142414452
344;188143830;Jason Watkins;74155 Welch Terrace,Dallas,TX;9729151343
345;562735031;Kathy Cole;8600 Anniversary Pass,Dallas,TX;2149937915
346;633542851;Albert Reyes;43 Transport Pass,Dallas,TX;4698084965
347;256935132;Aaron Harvey;1807 Prairieview Pass,Dallas,TX;2146329282
348;973816951;Jack Ward;5 Susan Plaza,Richardson,TX;9729184342
349;324711906;Dorothy Spencer;90651 Bellgrove Junction,Dallas,TX;9728928862
350;227595562;Lawrence Hunt;2 Randy Court,Dallas,TX;9729624743
351;931624904;Beverly Fernandez;480 Toban Lane,Richardson,TX;4699753330
352;625577457;Karen Johnston;3 Coleman Plaza,Dallas,TX;2147681518
353;285704379;Howard Gonzalez;7699 Dakota Terrace,Dallas,TX;2149056019
354;490164375;Dorothy Graham;9 Mcguire Alley,Richardson,TX;4696194224
355;246405583;Barbara Anderson;77 Ronald Regan Park,Richardson,TX;2149471531
356;697566815;Frances Willis;61438 Becker Park,Dallas,TX;4699005979
357;878941305;Martha Arnold;52279 Hauk Plaza,Dallas,TX;4699686237
358;721322687;Maria Medina;6 Gina Crossing,Dallas,TX;2148513813
359;842655010;Jonathan Fox;32 Springs Road,Dallas,TX;9729165884
360;657176421;Carlos Carter;96207 3rd Park,Dallas,TX;2149287624
361;422817045;Adam Ferguson;0 Summerview Court,Dallas,TX;2149575621
362;644090337;Nicholas Wheeler;756 Pleasure Circle,Dallas,TX;4699733255
363;903981679;Raymond Rogers;16 Monument Parkway,Richardson,TX;4698879227
364;847293619;Brandon Stevens;94647 Village Junction,Dallas,TX;2146936689
365;822625312;Lori Ferguson;49 Sachtjen Crossing,Dallas,TX;2149681515
366;629419551;Roy Turner;61544 Talmadge Drive,Richardson,TX;4699275678
367;235798503;Martha Warren;94 Vahlen Hill,Dallas,TX;9727763863
368;265907820;Ruby Anderson;0482 Haas Terrace,Dallas,TX;4698732923
369;694920573;Steven Bailey;8987 Lawn Park,Dallas,TX;4699388249
370;143302355;Melissa Perkins;0039 Hanson Court,Dallas,TX;9729953027
371;344692006;Ruby Ross;86591 Roxbury Circle,Dallas,TX;2149171080
372;566647874;Billy King;831 Sutherland Point,Plano,TX;2148466560
